target_coordinates	gene_name	transcript_id	Strand
chr16:71767877-71767885	AP1G1	ENST00000393512	-
chr2:65242049-65242063	ACTR2	ENST00000377982	+
chr5:177491404-177491420	PDLIM7	ENST00000359895	-
chr17:75573952-75573980	LLGL2	ENST00000392550	+
chr6:35480060-35480122	TEAD3	ENST00000639578	-
chr6:35480312-35480374	TEAD3	ENST00000338863	-
chr10:12170900-12170908	NUDT5	ENST00000491614	-
chr14:52861014-52861034	FERMT2	ENST00000343279	-
chr14:52861587-52861610	FERMT2	ENST00000635305	-
chr6:109763937-109763982	FIG4	ENST00000230124	+
chr9:93306777-93306821	WNK2	ENST00000427277	+
chr16:57134775-57134826	CPNE2	ENST00000290776	+
chr16:68294705-68294801	SLC7A6	ENST00000219343	+
chr6:56617986-56620715	DST	ENST00000370765	-
chr1:214639921-214643324	CENPF	ENST00000366955	+
chr3:130969292-130969396	ATP2C1	ENST00000510168	+
chr3:100375018-100375152	TOMM70	ENST00000284320	-
chr5:134144797-134144869	TCF7	ENST00000378560	+
chr5:180851988-180852060	ZFP62	ENST00000512132	-
chrX:13720428-13720497	TRAPPC2	ENST00000683569	-
chr9:112042101-112042165	SUSD1	ENST00000374264	-
chr12:56581184-56581263	RBMS2	ENST00000262031	+
chr4:94584986-94585003	PDLIM5	ENST00000380180	+
chr9:112330441-112330474	PTBP3	ENST00000334318	-
chr2:69921736-69921765	MXD1	ENST00000264444	+
chr5:138379584-138379708	KDM3B	ENST00000314358	+
chr1:33012074-33012122	AK2	ENST00000467905	-
chr3:124660923-124660973	KALRN	ENST00000682506	+
chr20:37238402-37238449	RPN2	ENST00000373622	+
chr12:54345460-54345515	COPZ1	ENST00000262061	+
chr19:48246075-48246381	CARD8	ENST00000519940	-
chr3:63997621-63997687	ATXN7	ENST00000522345	+
chr1:203863663-203863725	SNRPE	ENST00000414487	+
chr7:43650612-43650712	COA1	ENST00000418140	-
chr1:150142838-150142931	VPS45	ENST00000369128	+
chr18:9577064-9577191	PPP4R1	ENST00000400556	-
chr16:84084983-84085134	MBTPS1	ENST00000343411	-
chr14:103684986-103685036	KLC1	ENST00000389744	+
chr17:16040441-16040494	NCOR1	ENST00000268712	-
chr16:3533099-3533155	CLUAP1	ENST00000341633	+
chr19:15403658-15403715	AKAP8L	ENST00000595465	-
chr6:56472059-56472222	DST	ENST00000680361	-
chr13:113091121-113091195	MCF2L	ENST00000453297	+
chr11:117186990-117187001	SIDT2	ENST00000431081	+
chr17:29116444-29116455	MYO18A	ENST00000527372	-
chr11:119025692-119025757	SLC37A4	ENST00000357590	-
chr6:35457916-35457984	FANCE	ENST00000229769	+
chr12:54188515-54188596	SMUG1	ENST00000505128	-
chr19:32625874-32625966	ANKRD27	ENST00000306065	-
chr22:37025002-37025127	MPST	ENST00000404393	+
chr19:54201487-54201609	RPS9	ENST00000302907	+
chr7:99485208-99485368	ZNF789	ENST00000448667	+
chr16:70524864-70525017	SF3B3	ENST00000566095	+
chr6:83918005-83918065	CYB5R4	ENST00000369681	+
chr1:1051032-1051043	AGRN	ENST00000620552	+
chr19:1106242-1106266	GPX4	ENST00000354171	+
chr3:111958275-111958295	PHLDB2	ENST00000640905	+
chr5:151469246-151469271	SLC36A1	ENST00000429484	+
chr20:62303568-62303781	ADRM1	ENST00000253003	+
chr5:177491807-177491976	PDLIM7	ENST00000393546	-
chr21:45504416-45504556	COL18A1	ENST00000651438	+
chr4:69089472-69089603	UGT2B7	ENST00000502942	+
chr3:149846011-149846140	RNF13	ENST00000392894	+
chr1:6450444-6450470	ESPN	ENST00000633239	+
chr10:79349076-79349106	PPIF	ENST00000225174	+
chr17:81250070-81250093	SLC38A10	ENST00000540966	-
chr14:105385685-105385717	PACS2	ENST00000447393	+
chr8:143020262-143020377	LY6E	ENST00000521699	+
chr6:116572858-116572985	RWDD1	ENST00000368590	+
chr2:215431833-215431964	FN1	ENST00000354785	-
chr10:71823888-71823896	PSAP	ENST00000633965	-
chrX:2733357-2733374	CD99	ENST00000611428	+
chr6:29942757-29943026	HLA-A	ENST00000376809	+
chr2:27240567-27240617	CAD	ENST00000456311	+
chr19:45523841-45523877	VASP	ENST00000245932	+
chr12:51056150-51056245	LETMD1	ENST00000550814	+
chr9:127482733-127482813	LRSAM1	ENST00000676170	+
chr14:24233479-24233598	GMPR2	ENST00000399440	+
chr19:6392203-6392410	GTF2F1	ENST00000595047	-
chr19:11229298-11229390	DOCK6	ENST00000585904	-
chr16:3118905-3119015	ZNF205	ENST00000219091	+
chr15:71892965-71893177	MYO9A	ENST00000561618	-
chr15:88464703-88464876	MRPL46	ENST00000312475	-
chrX:48522193-48522252	EBP	ENST00000414061	+
chr2:74464666-74464722	MOGS	ENST00000650523	-
chr19:52774575-52774701	ZNF600	ENST00000692063	-
chr1:179043715-179044224	FAM20B	ENST00000263733	+
chr2:130173279-130173354	SMPD4	ENST00000680298	-
chrX:54811250-54811313	MAGED2	ENST00000375068	+
chr17:59880894-59881110	TUBD1	ENST00000325752	-
chr1:235154881-235155112	RBM34	ENST00000408888	-
chr15:62783771-62783890	TLN2	ENST00000636159	+
chrX:2726260-2726373	CD99	ENST00000381192	+
chr4:99048733-99048876	METAP1	ENST00000296411	+
chr7:29367932-29367987	CHN2	ENST00000222792	+
chr9:124384598-124384656	PSMB7	ENST00000259457	-
chr2:61162842-61162955	C2orf74	ENST00000432605	+
chr8:58585898-58586000	NSMAF	ENST00000038176	-
chr6:110160635-110160732	WASF1	ENST00000392589	-
chr10:117318872-117318974	PDZD8	ENST00000334464	-
chr20:18545956-18546033	SEC23B	ENST00000650089	+
chr19:9614021-9614103	ZNF561	ENST00000302851	-
chrX:47091678-47091809	RGN	ENST00000397180	+
chr5:171391305-171391424	NPM1	ENST00000296930	+
chr13:100257595-100257673	PCCA	ENST00000376285	+
chr1:147254870-147254976	CHD1L	ENST00000369258	+
chr3:66346364-66346408	SLC25A26	ENST00000354883	+
chr14:37396976-37397014	MIPOL1	ENST00000553349	+
chr8:22527392-22527517	PPP3CC	ENST00000240139	+
chr1:147272171-147272281	CHD1L	ENST00000369258	+
chr18:24125427-24125550	TTC39C	ENST00000317571	+
chr17:59874539-59874703	TUBD1	ENST00000325752	-
chr11:68166982-68167178	KMT5B	ENST00000304363	-
chr10:71344209-71344291	SLC29A3	ENST00000373189	+
chr3:66236544-66236700	SLC25A26	ENST00000354883	+
chr3:33425590-33425741	UBP1	ENST00000283629	-
chr20:5977876-5978017	ENSG00000286235	ENST00000652720	+
chr13:79551017-79551101	NDFIP2	ENST00000703122	+
chr8:42319585-42319646	IKBKB	ENST00000520810	+
chr2:38779258-38779325	GEMIN6	ENST00000409011	+
chr7:102407434-102407498	PRKRIP1	ENST00000397912	+
chr1:236861125-236861277	MTR	ENST00000366577	+
chr10:68968976-68969121	DDX21	ENST00000354185	+
chr9:133690380-133690527	SARDH	ENST00000439388	-
chr11:977095-977224	AP2A2	ENST00000448903	+
chr11:126018330-126018473	CDON	ENST00000531738	-
chr15:43769497-43769646	PDIA3	ENST00000688851	+
chr6:21108401-21108463	CDKAL1	ENST00000274695	+
chr19:56817746-56817835	PEG3	ENST00000326441	-
chrX:71459150-71459251	TAF1	ENST00000683202	+
chr3:184352013-184352117	CLCN2	ENST00000265593	-
chr5:138566626-138566718	HSPA9	ENST00000297185	-
chr17:8535387-8535501	MYH10	ENST00000360416	-
chr3:183833724-183833825	PARL	ENST00000317096	-
chr17:2292871-2292977	SMG6	ENST00000263073	-
chr1:110951288-110952815	LRIF1	ENST00000369763	-
chr3:180988178-180988229	DNAJC19	ENST00000382564	-
chr16:4872884-4872934	UBN1	ENST00000262376	+
chr3:183092409-183092545	MCCC1	ENST00000265594	-
chr1:30950127-30950261	PUM1	ENST00000426105	-
chr12:120695095-120695152	MLEC	ENST00000228506	+
chr2:27499397-27499450	GCKR	ENST00000264717	+
chr1:111124742-111124881	DRAM2	ENST00000484310	-
chr3:186577668-186577800	DNAJB11	ENST00000265028	+
chr3:183833492-183833589	PARL	ENST00000317096	-
chr2:108383416-108383510	SULT1C4	ENST00000272452	+
chr3:172511617-172511659	TNFSF10	ENST00000241261	-
chr2:202210735-202210783	SUMO1	ENST00000409181	-
chr10:100250248-100250332	CWF19L1	ENST00000354105	-
chr2:223980311-223980400	SERPINE2	ENST00000258405	-
chr1:110382834-110382966	SLC16A4	ENST00000369779	-
chr20:3545762-3545890	ATRN	ENST00000262919	+
chr2:61869440-61869553	CCT4	ENST00000394440	-
chr3:32704811-32704972	CNOT10	ENST00000328834	+
chr7:7589405-7589563	MIOS	ENST00000340080	+
chr12:100263497-100263893	DEPDC4	ENST00000550587	-
chr5:73562593-73562985	ANKRA2	ENST00000296785	-
chr3:4449266-4449340	SUMF1	ENST00000272902	-
chr17:30266885-30266954	BLMH	ENST00000261714	-
chr3:42630546-42630575	NKTR	ENST00000232978	+
chr15:42192066-42192098	VPS39	ENST00000348544	-
chr12:117041947-117041994	TESC	ENST00000335209	-
chr20:62126304-62126439	LSM14B	ENST00000279068	+
chr10:118033982-118034041	RAB11FIP2	ENST00000369199	-
chr3:23811460-23811510	UBE2E1	ENST00000306627	+
chr11:102448812-102448868	TMEM123	ENST00000398136	-
chr16:20471536-20471689	ACSM2A	ENST00000573854	+
chr7:135638557-135638683	NUP205	ENST00000285968	+
chr16:20564669-20564853	ACSM2B	ENST00000329697	-
chr3:196927796-196927879	SENP5	ENST00000323460	+
chr8:38133454-38133546	ASH2L	ENST00000343823	+
chr3:11807833-11807895	TAMM41	ENST00000455809	-
chr20:32793536-32793595	DNMT3B	ENST00000328111	+
chr3:120638455-120638581	HGD	ENST00000283871	-
chr14:77518038-77518167	SPTLC2	ENST00000216484	-
chr9:36657241-36657363	MELK	ENST00000298048	+
chr11:35301519-35301645	SLC1A2	ENST00000278379	-
chr3:122371675-122371800	MIX23	ENST00000291458	-
chr17:59245414-59245549	GDPD1	ENST00000284116	+
chr3:122368176-122368322	MIX23	ENST00000291458	-
chr11:93801835-93801972	MED17	ENST00000251871	+
chr8:42352519-42352568	POLB	ENST00000265421	+
chr16:71761512-71761567	AP1G1	ENST00000299980	-
chr1:19143980-19144091	UBR4	ENST00000375254	-
chr4:7004844-7004924	TBC1D14	ENST00000409757	+
chr15:75879098-75879188	UBE2Q2	ENST00000267938	+
chr17:62553663-62553755	TLK2	ENST00000346027	+
chr20:13048945-13049130	SPTLC3	ENST00000399002	+
chr12:46370512-46370627	SLC38A2	ENST00000256689	-
chr13:51949662-51949796	ATP7B	ENST00000242839	-
chr20:35474794-35474852	CEP250	ENST00000425096	+
chr12:47999919-48000125	COL2A1	ENST00000380518	-
chr17:6695726-6695941	SLC13A5	ENST00000433363	-
chr16:10473923-10473989	ATF7IP2	ENST00000562102	+
chr21:32743248-32743314	PAXBP1	ENST00000331923	-
chr2:128161138-128161268	UGGT1	ENST00000259253	+
chr1:147201152-147201504	FMO5	ENST00000254090	-
chr16:130522-130591	NPRL3	ENST00000611875	-
chr12:124457106-124457162	NCOR2	ENST00000405201	-
chr17:7208174-7208239	DLG4	ENST00000399506	-
chr7:26360975-26361061	SNX10	ENST00000338523	+
chr3:179781739-179781823	USP13	ENST00000263966	+
chr8:42865416-42865489	RNF170	ENST00000527424	-
chr20:1458200-1458274	NSFL1C	ENST00000216879	-
chr7:43942826-43942857	UBE2D4	ENST00000222402	+
chr15:80928902-80928937	CEMIP	ENST00000394685	+
chr15:89294915-89295094	FANCI	ENST00000310775	+
chr6:149742390-149742570	NUP43	ENST00000340413	-
chr8:47727200-47727293	SPIDR	ENST00000297423	+
chr17:64007741-64007822	ICAM2	ENST00000579687	-
chr17:18355886-18356000	SHMT1	ENST00000316694	-
chr12:21508383-21508561	GOLT1B	ENST00000229314	+
chr10:18614460-18614613	NSUN6	ENST00000377304	-
chr3:5172647-5172740	ARL8B	ENST00000256496	+
chr3:131168830-131168937	NEK11	ENST00000383366	+
chr3:49975323-49975392	RBM6	ENST00000266022	+
chr7:50495350-50495417	DDC	ENST00000444124	-
chr2:55568194-55568363	PPP4R3B	ENST00000616407	-
chr17:36545619-36545817	GGNBP2	ENST00000613102	+
chr8:86435633-86435704	WWP1	ENST00000517970	+
chr18:31852446-31852504	TRAPPC8	ENST00000283351	-
chr9:136676961-136677136	AGPAT2	ENST00000371696	-
chr17:76473252-76473327	RHBDF2	ENST00000675367	-
chr7:107778175-107778281	SLC26A3	ENST00000340010	-
chr8:38993545-38993660	TM2D2	ENST00000456397	-
chr8:94849916-94850091	INTS8	ENST00000523731	+
chr8:103401516-103401661	SLC25A32	ENST00000297578	-
chr5:62561136-62561257	IPO11	ENST00000325324	+
chr7:105984192-105984289	CDHR3	ENST00000317716	+
chr15:40709025-40709116	RAD51	ENST00000267868	+
chr4:4457191-4457257	STX18	ENST00000306200	-
chr3:119503954-119504021	TIMMDC1	ENST00000494664	+
chr9:32984631-32984857	APTX	ENST00000379817	-
chr2:73830845-73831059	STAMBP	ENST00000394070	+
chr8:81676234-81676279	IMPA1	ENST00000256108	-
chr16:50214221-50214267	TENT4B	ENST00000561678	+
chr15:64817946-64818091	PIF1	ENST00000559239	-
chr16:53462552-53462655	RBL2	ENST00000262133	+
chr1:75789952-75790057	RABGGTB	ENST00000319942	+
chr11:6437046-6437177	HPX	ENST00000265983	-
chr19:48974213-48974339	GYS1	ENST00000323798	-
chr11:6438356-6438509	HPX	ENST00000265983	-
chr16:15031735-15031906	PDXDC1	ENST00000396410	+
chr11:6440165-6440286	HPX	ENST00000265983	-
chr10:78021546-78021682	POLR3A	ENST00000372371	-
chr8:81815325-81815394	SNX16	ENST00000345957	-
chr12:70319298-70319364	CNOT2	ENST00000229195	+
chr4:174316530-174316567	CEP44	ENST00000503780	+
chr7:92578150-92578182	FAM133B	ENST00000445716	-
chr11:64841650-64841733	CDC42BPG	ENST00000342711	-
chr11:61437625-61437848	SDHAF2	ENST00000301761	+
chr14:103465557-103465793	MARK3	ENST00000429436	+
chr19:16361779-16361984	EPS15L1	ENST00000455140	-
chr22:50406689-50406875	PPP6R2	ENST00000612753	+
chr9:77307945-77308098	VPS13A	ENST00000360280	+
chr3:52138169-52138302	POC1A	ENST00000296484	-
chr4:76144390-76144473	NUP54	ENST00000264883	-
chr22:40835803-40835887	ST13	ENST00000216218	-
chr16:74948519-74948556	WDR59	ENST00000262144	-
chr14:100374136-100374179	WARS1	ENST00000556698	-
chr4:904637-904779	GAK	ENST00000314167	-
chr8:143592647-143592797	EEF1D	ENST00000531218	-
chr4:88278144-88278642	PPM1K	ENST00000608933	-
chr1:39385434-39385929	MACF1	ENST00000564288	+
chr11:59655956-59656045	PATL1	ENST00000300146	-
chr19:19104913-19104938	SLC25A42	ENST00000318596	+
chr16:88644248-88644274	CYBA	ENST00000696160	-
chr9:104884427-104884568	ABCA1	ENST00000374736	-
chr19:19878481-19878607	ZNF253	ENST00000589717	+
chr18:46846707-46846841	PIAS2	ENST00000585916	-
chr19:21083978-21084069	ZNF714	ENST00000456283	+
chr3:38379246-38379342	XYLB	ENST00000207870	+
chr16:68290396-68290540	SLC7A6	ENST00000219343	+
chr17:30218797-30218931	SLC6A4	ENST00000650711	-
chr9:104903614-104903771	ABCA1	ENST00000374736	-
chr17:18911103-18911251	PRPSAP2	ENST00000268835	+
chr11:57493993-57494171	SLC43A1	ENST00000278426	-
chr16:16134350-16134508	ABCC1	ENST00000399410	+
chr4:6876660-6876757	KIAA0232	ENST00000307659	+
chr22:43968731-43968818	SAMM50	ENST00000350028	+
chr11:8917287-8917367	AKIP1	ENST00000309377	+
chr17:39301001-39301075	FBXL20	ENST00000264658	-
chr3:66398970-66399041	LRIG1	ENST00000273261	-
chr3:128082483-128082574	RUVBL1	ENST00000322623	-
chr11:78493063-78493195	NARS2	ENST00000281038	-
chr14:52893293-52893427	FERMT2	ENST00000341590	-
chr19:49927694-49927815	NUP62	ENST00000352066	-
chr22:23295024-23295155	BCR	ENST00000305877	+
chr16:30661304-30661333	FBRS	ENST00000356166	+
chr7:73318687-73318709	TRIM50	ENST00000333149	-
chr16:30661180-30661215	FBRS	ENST00000356166	+
chr11:83161327-83161452	PCF11	ENST00000690938	+
chr3:49686062-49686192	MST1	ENST00000449682	-
chr17:82085035-82085156	FASN	ENST00000306749	-
chr19:44627420-44627573	IGSF23	ENST00000402988	+
chr12:125107121-125107268	AACS	ENST00000316519	+
chr22:19458071-19458139	UFD1	ENST00000263202	-
chr11:709553-709608	EPS8L2	ENST00000318562	+
chr8:70598134-70598255	TRAM1	ENST00000262213	-
chr4:121820979-121821091	CCNA2	ENST00000274026	-
chr9:33115991-33116113	B4GALT1	ENST00000379731	-
chr5:179589546-179589647	RUFY1	ENST00000319449	+
chr11:71957227-71957264	RNF121	ENST00000361756	+
chr15:65551676-65551718	HACD3	ENST00000261875	+
chr11:68189917-68190152	KMT5B	ENST00000304363	-
chr6:36470052-36470257	KCTD20	ENST00000373731	+
chr11:68180132-68180200	KMT5B	ENST00000304363	-
chr3:150558388-150558462	EIF2A	ENST00000460851	+
chr3:98773920-98773983	ST3GAL6	ENST00000483910	+
chr10:87074551-87074614	GLUD1	ENST00000277865	-
chr11:74927391-74927488	XRRA1	ENST00000684022	-
chrX:16617150-16617246	CTPS2	ENST00000359276	-
chr11:78478438-78478475	NARS2	ENST00000281038	-
chr11:83273647-83273700	CCDC90B	ENST00000529689	-
chr3:8532737-8532825	LMCD1	ENST00000157600	+
chr6:158187040-158187121	GTF2H5	ENST00000648328	+
chr19:47503423-47503502	NAPA	ENST00000263354	-
chr21:43978046-43978121	AGPAT3	ENST00000291572	+
chr4:105456681-105456745	PPA2	ENST00000341695	-
chr3:44354739-44354811	TCAIM	ENST00000342649	+
chr16:46897648-46897737	GPT2	ENST00000340124	+
chr9:128922283-128922356	PHYHD1	ENST00000372592	+
chr13:100307192-100307260	PCCA	ENST00000376285	+
chr22:40353073-40353117	ADSL	ENST00000623063	+
chr3:196077064-196077105	TFRC	ENST00000698291	-
chr14:96534491-96534563	PAPOLA	ENST00000216277	+
chr22:40953555-40953633	RBX1	ENST00000216225	+
chr17:78692417-78692493	CYTH1	ENST00000446868	-
chr22:40964047-40964117	RBX1	ENST00000216225	+
chr17:18923914-18923984	PRPSAP2	ENST00000268835	+
chr1:52897437-52897484	ECHDC2	ENST00000371522	-
chr2:219500178-219500218	GMPPA	ENST00000435316	+
chr14:96532331-96532420	PAPOLA	ENST00000216277	+
chr5:53075061-53075137	ITGA2	ENST00000296585	+
chr14:20329174-20329373	CCNB1IP1	ENST00000358932	-
chr15:92953357-92953573	CHD2	ENST00000394196	+
chr1:112647210-112647273	CAPZA1	ENST00000263168	+
chr16:67194398-67194459	E2F4	ENST00000379378	+
chr8:135606955-135607037	KHDRBS3	ENST00000355849	+
chr10:101479368-101479457	BTRC	ENST00000370187	+
chr8:28743086-28743214	EXTL3	ENST00000220562	+
chr7:99520169-99520304	ZKSCAN5	ENST00000326775	+
chr14:100374136-100374265	WARS1	ENST00000557135	-
chr15:101657785-101657857	TARS3	ENST00000335968	-
chr22:41146739-41146816	EP300	ENST00000263253	+
chr14:22951555-22951689	HAUS4	ENST00000541587	-
chr14:22952541-22952683	HAUS4	ENST00000541587	-
chr1:33021593-33021703	AK2	ENST00000672715	-
chr14:22976456-22976518	AJUBA	ENST00000262713	-
chrX:51898581-51898643	MAGED1	ENST00000326587	+
chrX:104186066-104186215	FAM199X	ENST00000493442	+
chr14:95131509-95131639	DICER1	ENST00000343455	-
chr1:100912112-100912238	SLC30A7	ENST00000357650	+
chr22:31289315-31289393	PIK3IP1	ENST00000215912	-
chr1:220805203-220805274	MTARC1	ENST00000366910	+
chr9:69750781-69750950	PTAR1	ENST00000340434	-
chr4:109473004-109473186	SEC24B	ENST00000265175	+
chr14:92704640-92704707	LGMN	ENST00000334869	-
chr15:40106358-40106438	BMF	ENST00000557870	-
chr2:152629656-152629724	FMNL2	ENST00000288670	+
chr10:121959501-121959595	NSMCE4A	ENST00000369023	-
chr7:130024263-130024506	ZC3HC1	ENST00000358303	-
chr2:161230971-161231551	TANK	ENST00000392749	+
chr1:243191018-243191494	CEP170	ENST00000366542	-
chr13:39022326-39022412	PROSER1	ENST00000352251	-
chr7:116759391-116759490	MET	ENST00000397752	+
chr15:50589592-50589656	TRPM7	ENST00000646667	-
chr2:241434158-241434321	FARP2	ENST00000264042	+
chr2:169815477-169815528	METTL5	ENST00000260953	-
chr2:200416379-200416428	SPATS2L	ENST00000409140	+
chr2:161318822-161318873	PSMD14	ENST00000409682	+
chr1:86958440-86958507	HS2ST1	ENST00000591456	+
chr13:42285986-42286035	AKAP11	ENST00000025301	+
chr5:69355895-69355953	AK6	ENST00000380822	-
chr13:51964872-51965033	ATP7B	ENST00000242839	-
chr1:42762323-42762475	P3H1	ENST00000296388	-
chr2:102157719-102157785	IL1R1	ENST00000410023	+
chr1:165752102-165752169	TMCO1	ENST00000367881	-
chr1:154967671-154967797	SHC1	ENST00000448116	-
chr7:95424515-95424585	PON2	ENST00000222572	-
chr15:57243472-57243550	TCF12	ENST00000333725	+
chr1:3647408-3647560	WRAP73	ENST00000270708	-
chr10:13500510-13500679	BEND7	ENST00000341083	-
chr2:127871249-127871359	AMMECR1L	ENST00000272647	-
chr16:24968661-24968772	ARHGAP17	ENST00000289968	-
chr2:119926598-119926666	PTPN4	ENST00000263708	+
chr2:39299743-39299801	MAP4K3	ENST00000263881	-
chr2:11638671-11638809	GREB1	ENST00000381486	+
chr20:33852077-33852203	CHMP4B	ENST00000217402	+
chr13:94590853-94590943	TGDS	ENST00000261296	-
chr16:48262778-48262872	LONP2	ENST00000285737	+
chr2:197523624-197523686	MOB4	ENST00000323303	+
chr21:46270401-46270563	MCM3AP	ENST00000291688	-
chr20:34581548-34581672	PIGU	ENST00000217446	-
chr22:38708845-38708956	GTPBP1	ENST00000216044	+
chr20:58353273-58353344	RAB22A	ENST00000244040	+
chr10:70161858-70161931	SAR1A	ENST00000373241	-
chr20:56516935-56516989	RTF2	ENST00000357348	+
chr10:35529973-35530030	CCNY	ENST00000374704	+
chr21:29008240-29008307	RWDD2B	ENST00000493196	-
chr3:58431731-58431793	PDHB	ENST00000302746	-
chr14:49674350-49674427	POLE2	ENST00000216367	-
chr17:57841183-57841260	MRPS23	ENST00000313608	-
chr14:49813988-49814050	NEMF	ENST00000298310	-
chr20:34644164-34644226	PIGU	ENST00000217446	-
chr20:33021281-33021344	BPIFB2	ENST00000170150	+
chr20:35366557-35366614	UQCC1	ENST00000374385	-
chr5:134896306-134896424	TXNDC15	ENST00000509954	+
chr20:39023690-39023767	DHX35	ENST00000252011	+
chr14:21366439-21366529	SUPT16H	ENST00000216297	-
chr14:74300150-74300268	ABCD4	ENST00000356924	-
chr17:35978143-35978263	CCL16	ENST00000611905	-
chr12:113374474-113374574	PLBD2	ENST00000280800	+
chr14:74295148-74295198	ABCD4	ENST00000356924	-
chr16:58670113-58670167	SLC38A7	ENST00000219320	-
chr4:143433491-143433716	GAB1	ENST00000262994	+
chr14:77311949-77312033	POMT2	ENST00000261534	-
chr17:17254859-17254945	COPS3	ENST00000268717	-
chr20:499255-499305	CSNK2A1	ENST00000217244	-
chr1:42659522-42659566	PPIH	ENST00000304979	+
chr20:49088009-49088106	CSE1L	ENST00000262982	+
chr3:53888393-53888483	SELENOK	ENST00000495461	-
chr20:49085283-49085386	CSE1L	ENST00000262982	+
chr1:21751507-21751615	USP48	ENST00000308271	-
chr14:67805217-67805305	ZFYVE26	ENST00000347230	-
chr16:27360940-27361020	IL4R	ENST00000565179	+
chr14:74885586-74885634	DLST	ENST00000334220	+
chr20:33383480-33383521	CDK5RAP1	ENST00000357886	-
chr20:44933057-44933185	PABPC1L	ENST00000217073	+
chr22:19208154-19208311	CLTCL1	ENST00000427926	-
chr5:179700384-179700533	CANX	ENST00000681168	+
chr14:73323130-73323204	NUMB	ENST00000555238	-
chr22:19351358-19351446	HIRA	ENST00000263208	-
